text,predicted_label
Wheter its standard form or the y=mx+b if it has fractions you divide the numbers and round them off and thats the answer?,1
why is this guy better at teaching math than my math teacher,1
why does y=2 in the beginning?,1
ok but how do we find the standard form from 2 points?,1
what if you've got the points already and you need to convert it into that,1
"For 6y = 12, does it become 2 because we divide by 6?",1
why is my techers torturing me with so much homework,1
WHY IS NOBODY EVEN EXPLAINING WHAT IM SEARCHING UP,1
What are you searching up?,1
why won't the rest be uploaded?,1
Isn't this knowledge considered as a prerequisite to be adimitted to MIT? In UK this stuff is taught to 15 y.o. GCE students.,1
How can this lecture be SO much better than what I see at the university! Everything is so clear and concise.,1
"Hi, when is the rest going to be uploaded?

THANK YOU MIT
I Passed Calc 1, now awaiting Calc 2 integration.

Best supplementary lesson.",1
"​   Dude, what are you doing here when there are Turkish academics =D",1
"   OMG I can't believe you replied to me. This is so cool you have a PHD in mathematics. I am a high school student and I also want to do phd in mathematics and eventually become a mathematician or a theoretical physicist.
Any advice or life experiences you would like to share?",1
​  Do you remember you watched this 8 years ago ? . Are you alive ? Reply man . Are you married and have kids now ?,1
"whate beautiful chalk. my teachers here have flimsy chalk that breaks with every use, they go through a box each class (3hs).",1
"At 28:50 he says, this is a key fact we deduced from Mean Value Theorem (MVT). I don't see how it is so. Can someone explain?",1
at 35:35 if we take derivative of the answer that is not going to be x^3(x^4+2). we need x^4 multiplied by (x^4+2)^6. Can anyone explain what is going on?,1
"I don't understand how David Jerison can take the natural log of a negative number, the domain of the function doesn't exist for negative numbers. Am I missing something?",1
Do we also need to take absolute value of x at 48:22?,1
"He defines dy by using dx, but what is the formal definition of dx???",1
"I can't understand, how?",1
 what about it? I don't see anything bad in that. It doesn't effect the teaching so what's the harm?,1
What came first? The differential or the Leibniz notation?,1
What is the professor's name ?,1
48:07 why du/u = ln u?,1
whats wrong with the cameraman this lec.,1
why is there a dislike -.-,1
"   yeah, that guy probably claimed that Indian students were smarter, wait, can anyone remind me the no. of medals India has in comparison to Us/China? (Referring to IPHO, IMO etc.)",1
At the example at 4:38 the number 1/5 = 0.2 and 4/12 = 0.3 which is larger. The terms don't get smaller. How can this series converge?,1
What is the use of series?,1
"How do you pronounce the difference among ""p"", ""п"", and ""π"", when discussing mathematics in your language?",1
Who else got this from their teachers on google classroom,1
Was anyone forced to watch this for online school bc of Caronavirus?😭👍😐,1
Who else is here to relearn this?,1
Is anyone else watching this since school is closed due to coronavirus,1
Who else got this video from their math teachers?? 👇🏻👇🏻,1
WHAT HOW DO YOU KNOW THAT,1
Wait how did you read my mind?,1
MEH HOW DID YOU KNOW,1
:0 are you a witch or something in common,1
How’d you know?,1
HOW DID YOU KNOW!!!!!!,1
Can u read minds lol,1
HOW YOU KNOW THAT GRR,1
bruh how did u know,1
R u A stalker? HOW DO U KNOW THAT?🤣🤣,1
HOW DO YOU KNOW WHAT IM DOING,1
ARE U STALKING ME,1
How do u know this omd,1
Teacher gave you video instead of teaching?,1
Do u have a camara in my house?!?,1
HOW DID U KNOW THAT?!?!?!,1
Woahhh how’d u know that YES,1
   hol up how do u have internet on the bus,1
Is this really you (Willy wonka),1
Yup what’s ur Roblox username?,1
does anyone have a test tomorrow and using this as lasts minute studying,1
Outstanding professor Dave! It's great watching your tutorials! Did you ever teach at Yonkers High School?,1
"   why do I find this funny- ""jesus is BLACK""",1
3:51 why do u multiply both by 2? What abt for 11/16 or 5/8 or others?,1
How do a link from a teacher and sent here lol,1
"Love the intro!😂❤
Also who is here because you have a test tomorrow?
👇",1
0:40 how do i know if i have to divide them by 10? where did that 10 come from?,1
who else came here because you have a math test based on this heck of maths💀,1
"Hey, any classmates here?",1
At 2:46 where did we get 3/5 and 1/5 from? Could someone explain please?,1
What country and just wondering did you pass the test?,1
Who else don’t know what’s going on,1
Why didn’t you time travel and become my teacher in the early 2000’s lol. Great vid.,1
"I have a question on 3:17 ""Tables with some common fractions and their corresponding values as decimal and percentages"" I noticed that 1/7 decimal and percentage is missing. what is 1/7 decimal and percentages?",1
"I learned fractions, decimals, and percentages on 7th grade. Right guys?",1
Anybody from Mr.Robinsons’s 3rd period math ?,1
Who else is doing this for a ISEE or SSAT exam. ( probably just me) :/,1
Brilliant video! What an intro XDD,1
Anyone else is watching to learn all the playlist?,1
wow what an explanation my teacher took 45 min to explain this to me,1
Elaborate sir. 35% can also be 35/100. How did you figure out that you needed to divide 35 with 5 ?,1
"Hi 
sir this pranesh over here how do we convert numbers like 35 58 into percentage fraction and decimal ?",1
Show eg like what percentage is 2500 of 12000,1
"If you are still looking for an answer, could you clarify your question? Do you mean the whole numbers 35 and 58 as percentage, fraction and decimal?",1
How did you get 7/10 and 0.8?,1
But what if you get something lower than 10 like 7÷10,1
Why is there no 1/7 in the table?,1
anyone else that didn’t do any google classroom assignments?,1
How can I acquire that font? It's beautiful!,1
why does my head hurt,1
How did you know you could divide 30 and 100 by 10?,1
anyone got this from there teachers for Homework??????????,1
So what fraction and percentage is 1.0 or 1.1?,1
"   Aaaw. 1.1 = 110%? 
            2.4 = 240%?",1
How if 0.02,1
"An elastic band of length 15cm can be stretched without breaking by increasing its length by between 58% and 62%. Once stretched the elastic band will not return to its original length, it will have increased by 10% of the length it was stretched by. I have stretched the elastic band to 24cm. Does it break and if not what is its length when relaxed?

Can somebody help me out with this question?",1
Where are my Viewbank gang,1
Where are my classmates,1
is anyone watching from school?,1
Who else got this from google classroom that was assigned by your teacher,1
raaaaaaaaaaaaaaaaaaaa i just wanted to play twice why do i have to watch thiiiis,1
"Wait... I multiplied 0.0825 by 50 and got 4.1250, which in my mind would be $4.12. Why is the answer $4.13 in the video?
Edited: Oh! My answer is technically right, but with money, if the digit to the right of the hundredths place is five or higher, the hundredths place number is rounded up by 1, hence 4.1250 equals $4.13!",1
Still don't understand how to convert a fraction as a decimal?,1
What is an equivalent fraction of 3/10 ?,1
idk why people disliked this,1
550% what is the fraction and decimal?,1
In comprehension 4/5 will be  0.08 or what,1
how do we Convert a decimal percentage to a fraction,1
Who else got this vide when u asked ur teacher for help,1
What about 40% 50% 60% 80% 90% 25% 45% 75%,1
how do you convert 8.25% to a fraction?,1
   but the decimal is a percentage not just a regular decimal . Do we do that the same way ?,1
   how did it become 825? and why 1000?,1
does anyone find maths annoying..... just me .... OKAY!!!,1
What about 28% into fraction?,1
one question why is there something called taxes in our country we don't have taxes,1
Who else watched this just for tuition,1
"I didn't understand how to convert a percentage to a fraction and a decimal to a fraction.
can anyone explain it ???",1
why is there LETTERS,1
why do I know him from somewhere?,1
Someone in 2021?,1
Who else got this from their teachers on Google Classroom?,1
easy to understnad impossible to solve problems how do I solve 2/3 to percent,1
Who's teacher sent it from Google classroom 😂,1
me trying to just find a simple answer to this:Why is there taxes im a child😩,1
Is it like 3/100?? Bcuz 100 is.. the total ://,1
So is 50 over 100 50%?,1
Who is watching this in 2021?,1
Who’s got this from canvas,1
Who else is watching because there teacher told them to from google classroom,1
"50 over 100 is 50% 50% turned into a decimal is 0,50?",1
guys. he sells SHIRTS! WHAT TEACHER DOES THAT?,1
what? of course its gonna be easy to solve as you just converted a percentage! What if for example 84& as a fraction??,1
Where my 504 Levin classmates at?,1
Who’s here from Incredibles 2?,1
Why do u post easy stuff on this? Explain logarithmic functions!,1
did ur teacher assign this?,1
"Do you go to Garner Middle School? If so, is your math teacher Mr. Lugo? If so, class period?",1
Where are my Viewbank gang,1
whoever came from google classroom dislike the video,1
Who came from mam nabeela s class,1
​  Do you understand?,1
"In his second example, Strang says he is ""freeing up the other end (at x=0)"" and then writes the mathematical condition du/dx = 0 (at x=0). Is he just saying that he wants to impose the condition that no force is acting at the beam at x=0 (i.e. like a cable lying on the floor at x=0)?",1
The way the equation is at 33:16 to solve for U1 to U5 doesn't give the right answer for U1 and U5 since the difference equation for the end isn't complete. (It's just 2 -1 and -1 2). Isn't that right?,1
Why for the free end at 34:39 the first derivative should be equal to zero?,1
Daniel O'Connor yes I am confused at this moment. But can you explain it more clearly how to do it. Thank u very much,1
how get the transcript?,1
at 45:53 he is referring to a book. Does anybody know which book he is referring to?,1
How can I get the lecture notes or the book?,1
"
h=1/6; x=[h:h:1];
fx=-1/2*x.^2+1/2; plot(x,fx)
A=toeplitz([2 -1 zeros(1,1/h-3)],[2 -1 zeros(1,1/h-3)]);
A(1,2)=-2;
hold on
U=A/(h^2)\ones(1/h-1,1);
U=[U;0];
plot(x,U,'g')
A=toeplitz([2 -1 zeros(1,1/h-3)],[2 -1 zeros(1,1/h-3)]);
A(1,1)=1;
hold on
U=A/(h^2)\ones(1/h-1,1);
U=[U;0];
plot(x,U,'r')

Why the second one is better!?",1
 dont whine...some people have to travel to actually get to the class.....you havent been in a university yet have you?,1
"This will work in most cases, but what about 3/4+5/6 ?",1
Does it matter if I put the minus sign on the numerator or left to the whole fraction?,1
So why is the answer showing is 31/20 and 1/2 instead of 62/40 and 9/18? I mean . Both are the same but not same . Am i missing something?,1
How did it be 4  when it comes 1 did u divide or multiply?,1
Can u do it in number line?,1
"where did the ÷4 come from? 
1:10",1
How can I get regular help for a child that has a learning disability?,1
can anyone explain how did sir got 1/2 for the last one. i am getting 5/6.,1
"someone once told him to enunciate and boy, did he take it to heart!",1
"Hey dave, can you do a evaluation of the definite integral by limit of riemann sums?",1
My humble request to professor dave that if he slowly understand his video to everyone than it will be more helpfull.I have not understand because your video & the subtitle are so first for me to grapple with. Because i am a beginner.. Who have no idea about integration. 😭. Plz understand it more easily so that everyone can get it & you are a very good teacher.. 😊,1
Hes covered differentiation before integration???,1
"   Your explanation doesn't contain a scientific proof for implying multiplication if any two terms are adjacent. What's the purpose of mixed numbers? For showing the whole part and the fraction. It's more complicated to see the whole part in an improper fraction. Putting myself into your shoes, I could tell that nobody uses cosecans and secans past like America although it makes easier to write trigonometric expressions.",1
   What is real math according to your definition? I use mixed numbers sometimes. Am I nobody? Or are you just bragging?,1
What if You have dX in the equation,1
"Guys, what's the antiderivative of In x dx.",1
5:09 What do you mean there is no product rule for integration?! What is integration by parts then?,1
so...can you be my math teacher lol,1
so indefinite integrals of functions are always functions and definite integrals of a function are always numbers?,1
How clever to use 6042 in the lecture.,1
"The text book has 2 chapters about ""Generating Functions"" and ""Infinite Sets"" before the introduction to probability. The video lectures seem to jump straight from counting rules to introduction to probability. I take it those 2 chapters were not recorded?",1
"For the number of hands with every other suit, do we divide by 2 or divide by 4!...?",1
Is ? the same as =,1
"1:22:50 Is that students laughing?
Awesome Lecture BTW!!!",1
Have anyone observed that he gets blocks while speaking? 1.09.33 . Overall a great lecturer.,1
Why does he pronounce 'object' w/o 'J' ??,1
Lies again? MRT MIT,1
How come you can read Chinese?,1
how do i know the a's and the b's from the initial conditions ,1
"wat is u?
",1
"""accent this"" ""accent that"", I'm not even a native speaker, my english is very basic and I can understand this guy just fine... why are you americans complaining?",1
Why prodcut rule works for cross procduct?,1
Is there a special channel for Professor de is auroux??,1
"what's the diference between the first speed (unit speed - condition for ""teta"" = t) and the next one |velocity vector| ???",1
"How did he get the equation at 23:01 ?
I don't understand .
Did he differentiate with respect to ds, or what?
Please help.",1
Can anyone explain the applause?,1
"Wouldn't the derivative of the magnitude of the position vector 14:57 tell you the speed with respect to the origin?

The magnitude of the position vector is the distance between the position and the origin.  The derivative tells you if the magnitude is getting larger or smaller, but that's the same as saying the distance to the origin is getting larger or smaller.",1
Can someone Tell  me why  ????,1
What do you mean you don't know how to integrate it??,1
"Time 39.20, vector v and r are always changing as planet rotate around the Sun.  How does he know abs (r cross v) = constant?  He is using the law to justify it's a constant.   It should be the other way around,  we need to understand why it's a constant in order to justify the law.  So why is it a constant?",1
"17:30, ""You could have your car's milage counter count backwards from the point where the car will die and start walking."" Don't you just hate those walking dead cars?",1
Is anybody solving the assignment sets? I need help with Assignment 2> Problem 2....,1
Why everyone clapped at 43:25?,1
The lecture is incomplete? The lecture did not finish but the video did? WHY!?,1
He says that's the end for today. How is it incomplete?,1
why these lectures look interesting?,1
MIT students groaning about a Taylor series expansion on a course in multivariable calculus? I don't know how a lot of these students made it into MIT.,1
     are you a student,1
​  so we write where we reach or we right how many revolution it makes ?,1
"After 13 years away from school, I took my final algebra course a couple years ago and did well. To make sure i dont struggle trying review algebra while studying trig, what is the most important material to refresh between now and then?",1
Hi sir I am some question about the exe sir gave which the question -7pi/6 how to calculate to get the degrees for 150?,1
"Sir,can you explain me? In checking comprehension how 600° = 4π/3",1
"Okay I’m a bit confused on 14pi/3 because I got 840 using the formula. I see in the comment people are saying bringing back to the origin but I’m confused on that part.  

Also for 5pi/2 I’m confused on how it became 90 when i got 450. Can you explain? :(",1
Wait so 10pi/3 is wrong?,1
"Electrical Engineering does NOT use Radians in USA??? Not extensively, but it's there... Calculate Capacitive & Inductive Reactance",1
Our school's online curriculum (a lovely little website called Odysseyware) decided to have us use trig functions to solve for missing sides of a triangle without touching on radians at all or how to configure a calculator to use degrees instead. Which kinda breaks triangles when you get negative numbers from these functions. Sigh.,1
Pi/2 is 90°... Something wrong in 3rd of 1st question?,1
How did 600 deg become 4/3pi? I thought it's 600/180=10/3 pi?,1
"Does the size of the circle effect a radian? Or will 1 radian always stay constant? For instance, would there be a difference when measuring a radian from a circle with a 5 inch radius compared to a 10 inch radius?",1
Sir please where can i get  geometry lesson??,1
How does 14pi/3 = 2pi/3????? I r confussed.,1
Why is 600⁰ equal to 4pi/3 in radians?,1
how did 315 degrees= 7pi/4? can someone please help me understand :'(,1
"   
Right, that makes sense. Angles stay the same no matter how long the lines are. Perhaps I more concerned with arc lengths and how radians apply. I work in aerospace with rotational parts and arc lengths come up a lot especially when manufacturing the part on a machine. My brain wants to connect radians to arc lengths. Where am I going wrong? Or am I just missing something?",1
This is  can I useful in physics!!?,1
I don't understand it. Why would anyone downvote this,1
I have the same question? How,1
"I think if degree is > 360, the degree must be substract by 360 several times to get x < 360.
Then...
600-360 = 240
240/180 = 8/6 = 4pi/3.
Is ez when you slowdown...",1
What's 450 - 360?,1
How did 600 deg become 4/3pi? I thought it's 600/180=10/3 pi?,1
btw how can we know that we should use improper integral without drawing the graph? :D,1
Who made your intro sequence? it is legendary,1
how about partial integration for improper integrals? the uv part is calculated using the limits? or just left as it is?,1
did you graduate and in what field what are you doing?,1
6:10 I don't recall seeing this common integration mentioned before?,1
Nice explanation. Watching from zambia,1
8:13 couldn't you get 360 as the result if you used degrees instead of radians?,1
11:33 dx/x^4   .... does this stand for 1/x^4  dx ?,1
"Hi professor, how come the solution of tan^-1(0) is not 0 + n(pi), but is just 0?",1
sir you are from which country?,1
"Here at 6:18, you're using ambiguous notation again as also Krista King does however I remember her mentioning that one must be sure of the context before reading. So if you use -1 for arcustangens then your saying can be interpreted as cotangens as well. I suggest to write directly arctan and not using the inverse notation. I suggest arctan and even not atan as I've seen you using atan earlier in the meaning of a * tan as you told me that multiplication was implied on adjacent terms. How in our holy green world can we know that you mean tangent and not three terms t, a and n which are multiplied together? Because nobody past like fourth degree of something thinks that way?",1
   Does helping my classmates who struggle with maths count?,1
   Of course it does! Have you ever noticed that if you prepare something to explain to somebody you think it through and discover more?,1
Isn't it crazy we still follow 15 years old lecture because its still best. What a legend G.Strang,1
"Where can I download these videos in 480p? I checked the ocw website, the download links are for 360p or less quality. And, thank you for this awesome course.",1
chill dude why does it matter,1
Αλέξανδρε το πέρασες τελικά?,1
its been a while... did you end up passing your final??,1
"Won't we get the transpose of R then? The elements will be q1ta1, q1ta2 and so on, right?",1
"The classes are wonderful, excuse me, what linear algebra book do you work with?",1
somethings wrong in the last A=QR?  should the transpose on the q_1 q_2 not on the a_1 a_2??????,1
"19:28 since the fact that  Q transpose times Q equals identity matrix is true for all matrix with orthonomal columns, doesnt Q times Q transpose also equals I ? the P= I always holds true for matrix with orthonomal columns?",1
"Can someone explain the difference between two approaches of solving the least square problem 1) using Transpose(A)*A*x = Transpose(A) * b,  or 2) Using QR decomposition, i.e. R * A = Transpose(Q) * b",1
Sir....could we have any solution book of your book linear algebra and its applications fourth addition.,1
"guys at the end of the video, why isn't  b(transpose) * q1 = 0, like a(transpose)*q2 is 0  ?",1
"Hi, does anybody know the name of the book hes always referring to? :)",1
"Around 33:00, for the right-hand side of 'B', how did we obtain A'b/A'A  * A? 
The previous lesson, we obtained 'p' as aa'/a'a * b. How did the aa' *b in the numerator get switched to A'b * A?",1
In finding the perpendicular vector why the subtraction why not project (dot) then cross?,1
I also have the same query??,1
How would that work? Why project first?,1
what is the reason behind R being upper triangular?,1
Why the position of A is changed in the projection (B = b - A(A^T.b)/A^TA ?) ?,1
DID HE JUST DIS MR. SCHMIDT👀😂😂,1
why is Q times Q transpose   not equal to the identity if the matrix is not square ?,1
Why does he do 1/root2 at 11:00?,1
"43:30 How can column space of Q be same as column space of A?? I know that their dimensions are same, but Q is composed with orthogonal vectos and A is not. I need some helps guys {{{(>_<)}}}",1
Why did we divide by square root of 2 at 42:30?,1
" SO If I suppose a,b are basis of matrix A, then the error part, e, is a linear combination of a and b. that's why column space of Q is same as column space of A. Is this what are you trying to say?",1
What did Schmidt do actually?,1
what dont you get? a lot of this is computational.,1
Are you going to make a tutorial about the binomial theorem????,1
"professor Dave, do you ever play poker?",1
Can you explain why we are dividing the combination by extra r!,1
"Is it only you who is handling all the work of this channel? Don't you ever get tired or something?
Can't beleive it dude",1
"Grazie mille Dave!
 Is it possible for you to create a series on statistics too?",1
"When are we getting statistics?:) Sorry for sounding like this
It would be just very great",1
Did expected to learn gambling in professor dave videos he really knows lot of stuff 😅,1
"Hi
Before studying algebra 2 should we study geometry or no",1
hello dave... could you please post the slides for reference?,1
Can someone suggest more educators like him?,1
can u make a video on integration,1
"Hey guys im so lost with my assignment about probability (including combinations) so
What if a player is given 2 rounds to pick a color? For example, the player must get a pink and a pink to win a game, a pink and a blue is a loss regardless of the order. Considering that there are 10 overall options 4 pink,3 blue, 2 black and 1 brown. 100 trials for example. 

Will I be using combinations with repetition formula (because colors can be repeated)?

My working out so far:

Based from the combination with repetition formula -> 11C2 = 55
Pink and Blue -> 12
Pink and Black -> 8
Pink and Brow -> 4
Blue and Black -> 6
Blue and Brown -> 3
Black and Brown -> 2
Pink, Pink -> 10
Blue, Blue -> 6
Black, Black -> 3
Brown,Brown -> 1
which all totals to 55, Am I on track or completely off track? or do I use the other formula?
so for example pink and blue to convert it into percent its going to be 
(12/55) x 100 = 21.81 percent ish of getting it


or is it going to be 
pink and blue example
(4/10 x 3/10) X 100 =12 percent of getting it??


please T^T",1
"Sir is this content contains complete lesson of algebra? 
I mean to crack net jrf? Or there's many more left ( m talking only about algebra sir)",1
"what is `Marbes`? :) Good videos btw, thanks Professor Dave!",1
Would it be possible sir ji,1
How do you do it if you have a different number of terms on each side of the +/- sign? Like how would you stack them then?,1
The last polynamional isnt it ×³-5×²+7×-7 ?,1
"How is the last qstion x^3 - -5x^2 is x^3
Professor plz explain me",1
how did u got 13,1
"389
+983

Go from the right. Hundreds, tens, ones. 

300+900
80+80
9+3

Same for subtraction.  
 

You know. In the direction we read and have done for thousands of years??? 

Give me any problem into trillions and using this method I’ll beat a phd mathematician using traditional method of carrying the 1s😂😂😂 100% of the time.",1
Who has a test tomorrow 👉,1
Why is it always like this? I jusr don't understand this shit,1
Who asked u,1
aren't you supposed to be in area 51,1
How'd you do?,1
"mate, do you have any exercises material? I'm recommending this to all my friends but without exercises they won't understand anything. seems like you teach for adults which is great",1
How did ya do,1
who else is studying for the asvab?,1
How cute is he. Lol,1
Sir how to you clarify my doubts,1
How they are derived?,1
"Someone to answer me
In the case of Cos 105°      in order to express 105 as (A+B),, can one take sum of any two numbers that add upto 105  eg: (100+5) or there is a specific way to find the two numbers (A+B)??????",1
"Is the formula Cos A + Cos B = 2 Cos **** 

Or is it supposed to be Cos A + Cos B = 2 Sin **** 

Which of the two correct?",1
What does the sqrt stands for?,1
I realize Im pretty off topic but do anyone know of a good website to watch newly released tv shows online?,1
How did you learn them bruhhhh please tell,1
i have a dude. whats the meaning of sqrt?  8:56,1
Is this is of class 10?,1
   you seen me somewhere else before?,1
"2:40 ""Staying on the circle"". So we're talking about the solution is exp(i×t) ?",1
"7:55 ""Energy conservation means ‖ẋ‖²==0"". Why is this?",1
Does it count as breaking the fourth wall that he talks about compression of this video?,1
How the imaginary parts are taken care of in Fourier Basis for JPEG?,1
"Excuse me, does it mean that the basis of the input space and that of the output space is the same {v1, v2, ..., v8} at 45:25?
Then, if this is true, when does change of basis happen?
I get confused here, please help me, thanks a lot!",1
"For me)
1) typo at 46:03 in the notation of the matrix A. 
2) Note that transformations exist regardless of the basis, and so do vectors. If a transformation is given, the numbers consistuting the transformation matrix change as we change the basis, but the transformation itself does not change, and also the eigenvectors themselves(_not_ the numbers constituting them which change as the basis changes) do not change. How about the eigenvalues? - They stay the same regardless of the basis. Also think about the similar matrices - they share the same eigenvalues. Now you get the idea. Yeah, we can think of similar matrices as representations of the same transformation with different bases.",1
"Is it just me? Is that a mistake? He writes x=Wc at 37:11, where x represents vector in the old basis, and c the vector in the new basis, and W the columns of new basis vectors. Should it be c=Wx instead?",1
"it wasn't quite clearly covered what is the relation of T, A and B matrices that professor mentioned. if anyone can advice? Thank you!",1
what a lecture,1
"Got extremely confused when he brought transformations in at the end. Why did the original basis vector ""x"" change to ""v"", then why does he compute a T(x) from ""knowing"" T(v1), ... T(v8) BEFORE writing what the actual values of T(v1) .. T(v8) are, and what is this T(x) even used for? and then where does the ""a"" come from?",1
   thanks for reply. but it's still not clear to me. so is T same as A in at the end around 43:31?,1
"me too, could somebody explain why T(v1)=a11*v1+a21*v2+....?",1
I have been watching your videos since 2015 and I still run back to this channel for better understanding of some concepts in math.Long live Prof,1
   ur a Hindu ryt?,1
​   did u know Ji Sus,1
"   wasn't smart enough, or wasn't wealthy enough?",1
education is free how do u pay?,1
   Any tips about how to get in?,1
   Is that a joke ?,1
"   If one person can teach it better than another, then it isn't the student, it's the teacher, or at least the student-teacher match up. Sometimes it's also the pace, or the setting. A lot of things go into learning. A lot of things can make it better or worse. Between the two of those, which do you think calling people 'not smart enough' falls into?",1
"Can you imagine? Am learning this in just some few minutes 😯
Kudos sir👍",1
May your days be filled with happiness and pleasures,1
Then what about icse,1
Why my calculator is giving me 4.1 instead of 4.108 ? Great video Mr Conversano.,1
Is it possible to get them broken down into topic segments?,1
"professor, very informative lecture.  Thanks. 
Can you post a video for understanding Eigen Vector and Eigen value?",1
Why we use cosine to get dot product of two angle vector?,1
Can we calculate vectors p and q which is 5gm.wt and 7gm.wt ... with theta angel 45°???,1
At around 3:31 why did we have to take everything under a square root to find the length of |a| ?,1
I have a question: what is the angle between A=3i-4j+6k vector and x direction?,1
"Thank you for your explanation, but when I watched the video I eccpected to know what dot product mean graphically ? it is easy to visualise a sum of vectors, but what is their dot product?",1
What the hell. How can you expain this so clearly in such little time when i've spent days trying to get this? I hate books.,1
Can someone please use this example and confirm if angle between a×b is 151° just testing out methods cause it can't surpass 90° for it to fit perpendicular requirements,1
Conversano est aussi prof de maths ?,1
"I love this video! Just one question, how do I convert 1.46 rad into 84 degrees?",1
"What would happen if you have 3 vectors, how would you solve it I’m curious",1
Can we multiply them graphically?,1
How come we use cosine to calculate the dot product?,1
"What do you mean ""we know""? No, we don't know Dave! I just found this video, Dave. I haven't watched the other videos yet... Dave.",1
What does the dot product represent?,1
What was the first idea to invent dot product?,1
Lmao how is this an entire chapter in my text book,1
"Alright I understand how to calculate a dot product of two vectors (a scalar), but what does that scalar mean?",1
Is it not |a| = sqrt(5) not sqrt(9)?,1
"a•b = (-40)

|a| = 45
|b| = 46

the angle is 88.91° or 89 
Can you correct me if I'm wrong??",1
Daniel c'est toi ?,1
Where is explanation for the dot product?,1
"At 3:52 I'm incredibly confused when it comes to this. There seems to be 3 values in the factor. x, y, z. The z value shouldn't effect the actual length of it yet why is it used in the calculation for the length of the vector?

To understand my point, imagine you have a 2d triangle with
a²+b²=c²
c²=√(a²+b²)

However. If you added a third variable, z. It shouldn't affect the result of c. You're only expanding the triangle into a different dimension. This new value it obtains shouldn't even remotely affect the 2d size. ??so why is it doing exactly that?😊",1
"im a bit confused on 1:34, if the answer is -10, how is it a scalar if it's negative?",1
"Where are î, j and k?",1
"Why are slides called vector dot product, shouldn't it be scalar dot product?",1
"Ok, so we can multiply vectors in a way that gives a scalar value. Was this video meant to show how to derive an angle between two vectors using a dot product? What does it physically mean to compute the dot product other than to derive the angles between the two vectors???",1
Sir cross product?,1
didn't actually explain what the dot product is... Okay so we get a dot product of -10. What does that mean. What does that number say about the vectors,1
"But what does mean the scalar product in real life.
What the scientists were thinking about when they decide to make scalar product",1
   means I can get in maths playlist of yours or this topic isnot in the content sir 🙃?,1
am I the only one who finds the intro music annoying?..............im thankful for the video tho,1
Why is this video in the playlist for 1806?,1
Is this First year linear algebra (in gr 12 now)?,1
"Thank you for posting the recitations! 
So differentiation and integration are like A and A inverse, but the entries are like infinite and continuous?",1
The mit ocw 18.06 sc is so great... Prof Strang is a real master of the art,1
