text,predicted_label
may i asked what is the answer of the last given problem which is a bus travels 400miles.............?,1
"14:35, shouldn't this displacement be - 130 since Sally moved west and south which are in the negative directions?",1
Can someone please explain to me why at 1:55 it was minus but he added it??? I learned this before but I forgott,1
Why do we use 12 as the initial postion instead of -8,1
"Hi can someone help me? I have a person who walks 35m left, then 18m right, then 26m left. Using the displacement formula of final - initial is not working. I know what the answer should be but I cant understand why the final - initial is not working. Can someone please show the correct workings and explain ?",1
"6:00 I’m so confused 
Wasn’t the displacement   Calformula 
Final position - initial position?
Why did we add then ?",1
Why d = rt is same with d =vt?,1
what if both initial vector and final vector is negative in a graph perspective,1
Hi i know it's been a year but can you help me if you know why is it postitve instead of negative?,1
   can you elaborate a little more?,1
"Tom supports Chelsea Football club. He watches the club's game at a sports bar
where he pays an average of $50 for a VIP seat and $30 when he stands 30m
from the screen. If he spent a total of $600 to watch his favorite club playing,
how many times did he do so while sitting in the VIP section? I can't find the answer to this question, plz help me sir.",1
Guys is the displacement wrong in 6:11?,1
what if you end where you started,1
Please can you translate the videos into Arabic?,1
What did he do ?,1
Does the formula for the instantaneous voltage of generator work if the coils are circular and not square or rectangular? From my knowledge the formula is derived from using the fact that the coil is rectangular or square.,1
"the peak current is I = Eo/ R. The value of R is the resistance. Why did u put the value of resistor ""100 ohms"" instead of resistance. Now Im confused.",1
   what risistance? Check your spelling.,1
"Since Calc 1, I've been constantly watching your videos due to the simplicity and clearness. Now circuits? Thank you so much for your help",1
why is this channel called organic chemistry tutor,1
You have helped me in literally every module for engineering. Is there no end to your intellect and your ability to carry it over better than many professors. Thank you genius,1
What is the problem with  not to understand this 😭😭😭,1
Did it with 5 ohm lol :(,1
where's the 24 coming from?can I kindly ask.,1
Isn't Vth =Va ?,1
Where did you school bruh?,1
4:10 why did we substitute Vc from 100? Help pls and why voltage at point B is 0?,1
4:10 why did we substitute Vc from 100? Help pls,1
"How come at 2:00 the resistors are in parallel, but in 4:20 they are in series? I am just a little confused since they seem to be exactly the same.",1
"How did u do??
Ig it's JEE ,coz  I too a JEE aspirant",1
Did you understand the whole process???,1
when you are doing node analysis about node C why is it not (Vc-Va)/3. why did you do Vb instead of Va?,1
"in 1:53, how is the 11 ohms resistor in parrallel with the 3 ohms resistor and its an open circuit??",1
Why minus the potential at B at 4:15? Why not Vc-Va?,1
Why is the circuit at 1:45 in parallel but the circuit at 3:19 the 3 ohm and 3 ohm resistor are in series. Please explain!,1
"Question; at one point Vc was 66.8V, then at the end it was 60V. Is this because the load resistors was connected?",1
Why is R3 added parallel and not serially to Rn?,1
Can someone explain how in 2:05 they are parallel they seem to be in series?,1
How do we decide what point to perform a nodal analysis of?,1
at 4:30 why do you use the voltage at B instead of the voltage at A?,1
"Oh yeah, and checking the answer too !  Super! Always did that ! Great !
Thanks. What software are you using?",1
Why did we calculate vc?,1
How did you get the 24 that you used to solve the Norton's resistance ?,1
   but he says in 4:19 that they are in series?,1
How do you recognoze a voltage divider?,1
Why is it needed to calculate the current flow at point C? Im a little bit confused,1
Can I know why you use 1 over 11 plus 1 over 3 raised to the minus 1?,1
Nice video!! Which software is used for the drawing part?,1
Are we not suppose to insert a wire where there was a load according to Norton Theorem,1
hi how did you get 24 are we supposed to times the denominators to get the number i keep getting 48,1
Why is the voltage at B 0?,1
is it compulsory to calculate with KCL ??? can we calculate this sum in norton thm using KVL??? Plz reply....,1
Just an advice for your  tutoring from what i personally find confusing. Can you explain where you get point C in your nodal analysis? I understand A and B but does C come from? lets say you have different circuit with things all over the place. How you determine where are you going to put that point C ? Like whats the logical reasoning for it...,1
how do you know which resistor is the RL? is it stated in the question already? genuinely asking :) great video btw,1
I understood every step of your calculations and circuit simplifications however I am not sure that I understanding the significance of Norton's current or Norton's resistance or Thevenin's current or Thevenin's resistance. Why are these points given special assignations? Also why is Rl the load resistor? What makes it a load resistor?,1
What is the norton current without using Vth?,1
"excuse me sir sometime i really confuse why dont we apply KCL at the loop so we can get I1 = (100+7)/8 = 13.375 that why some time we use KCL,KVL law ?",1
What are the main points I have to focus on ?,1
Wouldn't it be easier if we use supermesh analysis to calculate for Vth?,1
when we calculate the value of R Norton can it be ( 3 ohm in series 3 ohm) and parallel with 8 ohm it'll lead to different answer. So is it wrong ?,1
Which editing software do you use. please,1
"The voltage we calculated at point C, was 66.85V but when we substitute the values and check it again we got 60V.Anyone, who can help me in this regard?",1
"How to identify the Load Resistor? Is it always the one on the far right side of the circuit or is there any other specific method to identify it? Btw, superb explanation, you are really helping me for my exam!",1
If we want to use mesh analysis can or not? But i try i not get the answer like this hurm,1
Where did you get the 24 from?,1
Why did you consider 6ohm resister as load resister??,1
Where did u get RL,1
Can you upload videos about magnetic circuits?,1
Can you use the normal way to get you Vth instead of using nodal analysis pls,1
How do you get to combine 300V + 168A = 468... is the Norten theorem telling voltage source and current source may be added?,1
Why is Vb = 0 at 4:14?,1
Why did you specifically use 24 to multiply everything to get rid of the fractions?,1
why do you multiply by 24?,1
"I'm sorry, but I put your circuit in a dimilator and it tells me that your Vc should be around 42.545 .... Is the simulator calculated wrong or you're missing something?",1
Great video! But why not go with (R1.R2) / (R1+R2) for the parallel of 2 resistors? Makes it faster and easier.,1
Can you make clear for me why are multiplying by 24 and in the first you multiplied by 20 I'm confused there,1
When will explain State transient or state space,1
where did the VC COME FROM,1
"How can I calculate Current in load resistor without knowing it's resistance ???
Can you plzz help me ???",1
where the 24 came from? in other videos of yours i though its given but when i watch this it change to 24.,1
Make this more comprehensive for me please give the steps on what to find,1
Sir how do u get 24,1
Why were the current source and voltage source removed in the first part? I have an exam tmrw please help,1
"Why multiply by 24?  I understand to get rid of the fractions, but why 24?",1
So what's the difference between Norton and thevenin,1
"Why is the potential at B, zero?",1
4:41 Why multiply 24?,1
How did you get Rn 2.357,1
"Va=Vc(R3/R2+R3)
Where is this formula from? Why? 
Thanks.",1
where come from this formula? some one give me explination plss thanks Va=Vc(R3/R2+r3),1
Where did the 24 come from?,1
Could not understan why use voltage divder rule here,1
How do you learn so many things????,1
Why are you multiplying those fractions by 24?     Where did you get 24?,1
Why don't you you multiply R1andR2/R1+R2 for the equalent resistance.,1
4:51 why did he multiply the equation by 24?,1
4:10 why did we substitute Vc from 100?,1
Why isn't it Vc - Va instead of Vc - 0?,1
where does he say RL=6? does he explain this anywhere?,1
My rn is 18. Something. How are u getting 2.3 something,1
Who tf unliked this?!,1
"Whats you degree, actually??",1
What did we do to deserve you 😪,1
Why’d he multiply by 24 tho,1
Why is B zero,1
why do you multiply by 24?,1
"Why is the potential at B, zero?",1
Lil Tecca is that you?,1
Not SO good. Why Vb is zero and which formula is used to calculate Va you did not mention,1
But why do you call yourself 'The Organic Chemistry Tutor'?,1
are ya crazy ?,1
"Why make a video titled ""Thevenin's Theorem"" and then only do a norton's analysis of the circuit, then convert it to thevenin's??? Terrible video.",1
"what resistance?? ""noent"" ??? what??
If you for a minute stop swallowing vowels and consonants, maybe... just maybe someone would understand what you have to say...",1
Aren’t there two normal surfaces? How do you know which way the dipole moment vector points if the plane is angled,1
"So when the teta is zero (no torque,no force),the only reason that the square coil keeps on swinging is because of the inertia right?",1
How about a ring carrying current ?,1
Left hand rule or right hand rule???,1
how much volts are needed for a rotating electromagnet coil to move from a 2 tesla magnet?,1
Could you pleas drive the equations you use from scratch.,1
What is N?????????,1
hoomehr mangoli how much calculus do you know?,1
   How much calculus do you know?,1
   How much calculus do you know?,1
Total no. of turns in a coil,1
Was that supposed to be Casey Neistat on the beach at the end? 😂😂😂,1
Why are you using Casey Neistat's likeness?,1
"That was Casey Neistat recording himself for his next video ft.Shini Somara. Next time, will it be Superwoman and her Rainbow?",1
Is that Casey Neistat in the thumbnail lol?,1
"Do the ""vertical"" slits (6:45) only allow passage of the ""vertical"" component of the E field? I was under the impression that metal wires lined up in the ""vertical"" direction would filter out the ""vertical"" component of E field, allowing only the ""horizontal"" component to pass.",1
Are you going to make a course on Fourier Optics?,1
"3:35
where the hell are you swimming
it doesn't seem safe",1
is that casey neistat in your thumbnail?,1
could you improve accustics where you're recording? there is a pretty grating echo.,1
How long will this series go on? Not that I want it to stop (on the contrary) but I am just curious,1
"Yes when hydrogen is heated to high temperature it give of the spectrum. But when
heated slowly what spectrum emanate first?

  I have seen mercury heated up slowly and ultraviolet light emanate first in a electric
furnace.",1
"What happens to the magnetic field because if an electric field is parallel to transmission axis , the magnetic field must be perpendicular to the axis. Does it is blocked there itself?
If yes, then why do we see light because light is composed of both the fields?",1
"No just the animation, but also the the verbal description. Why do they always get this wrong? I have seen too many videos where they say the light is blocked that is perpendicular to the polarizing lines. It is indeed the ones parallel that get blocked because the polarizing lines are conductive and the energy of the light is used up in creating a current on the polarizing lines.",1
When will a crash course for math come out? Maybe a calculus series or something?,1
What about the other part of the double. Slit? The crazy part?,1
why do shadows appear to touch when brought near?,1
Why don't you guys make a Computer Science course,1
Why your app in iOS is not working,1
3:20 Is that a Michael Aranda cartoon ???,1
"Um, did you just predict it?",1
does the color pink exist?,1
"So, where did the energy go when that one wave destructively interefered with itself?",1
"My physics teacher said I won't need to take exams for the rest of the year if I find the model of a lens that:
1. Becomes thinner as you approach the edges
2. Has a higher refraction index than it's environment
3. Diverges light
So here I am doing my research 😂",1
"When a light wave reflects back on itself and cancels itself out, where has the energy gone?",1
"Light has Dual nature, Or it's just a wave .?",1
Haha is that Casey Niestat??!!,1
Can I just say you are everything and gorgeous.,1
"So, even in destructive interference energy is still transported? Imagine having two lasers th are exactly out of phase and don't constructively interfere, only destructively? What happends then?",1
Have you found anything?,1
Am I the only one who doesn't have physics in school and is just watching because of interest?,1
who is she,1
I still don't believe light a wave. Is there any other theory on this?,1
Who was sent here by  mr. Corey’s class,1
Is it just me or does Shini sound less energetic?,1
What do cavemen have to do with spectra interference?,1
Does this person ever breathe?,1
عيسى بن محمد does something like this not exist native to Arabic?,1
where is hank!!,1
Is she India,1
Lol pls do history on ROBLOX?!!,1
What more besides recent crystallography and old DNA experiments is actually required for the status quo to accept there's an ether? Sigh.,1
Is this Zarna,1
has flashbacks to year nine physics where I blew up an ammeter by connecting it in parallel,1
Who understood the stranger things Reference in the start?,1
"I guess my intuition for this must be completely upside-down. Shouldn't the ammeter connected in parallel get less current than if it were connected in series? Like if it's in series, it gets the whole current. If it's in parallel, it could potentially carry a lot of the current, but it would still be less than than the full current? But that's how she said it in the video too.",1
so where do we draw the line between physics and electrical engineering?,1
"Yeah, how are yall getting 1.88?  Seems like from the above line, 1/3ohms + 1/5ohms = ?",1
"   I'm not seeing the annotation, is it added to this video?",1
"its the accent, isnt it bud?",1
"Who saw ""physics"" being spelled out by the lights in the beginning?",1
Good. Very clear. Easy to forget and bust your multimeter on the current range. Been there!,1
Will Kenyon I did after u pointed it out,1
How old are you,1
How did they get 1.88 I dont get IT,1
Omg PERFECT Stranger Things allusion. Anybody get it?,1
"Dear Miss Shini,
Could you tell me the names of the books on your desk.
Thank you",1
Really confused about 3:15. How did you get 1.88 ohms from 1/3 and 1/5?,1
Is there going to be one on Rarefraction and Optics?,1
How would I find the current for R1?,1
Wait but how does that work for resistors in parallel? Idk if I missed it in a previous video but how is the resistance so low?,1
isn't this too elementary for a engineering class?,1
"they used the reciprocal after using a common denominator to add. It would be 5/15 + 3/15 which equals 8/15 and then you use the reciprocal to equal R_eq (not 1/R_eq, that was a mistake on their video editing.) 15/8 =1.875, which they rounded to 1.88 for some odd reason",1
can u make a video on THERMIONIC EMISSION AND RADIOACTIVITY??,1
How do u know the resistors in parellel have a voltage drop of 7 volts,1
"at 3:33 I;m confused about why those remaining two resistors are considered to be in parallel instead of in series. They're next to each other, so why wouldn't they be in series?",1
when the next video will be uploaded?,1
"Circuit Analysis:The process of breaking down a circuit of key components and studying each one to see what happens with the others.

Voltage
Resistance
Current

DC circuts consist of resisters and series in parallel formations.

There goal is to simplify everything to to a resistor which has an equivalent resistance of all resistors combined.

Figuring out the amount of resistance to figure out the amount of current that runs through the battery.

What goes in must come out

The larger the resistance the larger the voltages are",1
Great video but can you PLEASE get a deesser or at least a low-pass eq?,1
Johnathan Gross how is it turning into 1.88 ohms. How is the 3 and 5 divide to end that way?,1
SuicidelG who tf keeps there lights up for 3 months and who cares,1
Wait. If all the current together will damage the ammeter then why do we put it in series? Wouldn't that cause all the current to pass through it?,1
I don't understand how would an ammeter break in a parallel. Wouldn't the current be higher on a series circuit?,1
How does she get 1.88 from 3 and 5?,1
"Feeling proud as I'm studying ""Electrics and Electronics"" in upper-secondary school (U.S. High School). But why di they use the symbol ""V"" for voltage, and not ""U""?",1
3:14 how where’d 1.88 come from I’ve been trying on my calculator for ten minutes-,1
"we use V for both the unit and for the concept, who are ""we""?",1
"we use V for both the unit and for the concept, who are ""we""?",1
"Not sure, I'm in the US too and I've never seen anything but V for voltage at any time during my life.  Maybe you guys use V for something else, or could it be a translation thing?",1
Isn't electric potential energy kQq over r,1
"How can you get 1,88??",1
